일시,지점명,평균습도(%rh),최저습도(%rh)
20210202,수원,52.6,31.0
20210203,수원,69.4,52.0
20210204,수원,54.8,32.0
20210205,수원,71.6,52.0
20210206,수원,80.8,58.0
20210207,수원,78.3,45.0
20210208,수원,45.3,31.0
20210209,수원,56.8,32.0
20210210,수원,78.6,67.0
20210211,수원,82.4,45.0
20210212,수원,72.4,31.0
20210213,수원,73.6,25.0
20210214,수원,63.8,38.0
20210215,수원,71.8,43.0
20210216,수원,67.4,36.0
20210217,수원,53.5,39.0
20210218,수원,53.4,37.0
20210219,수원,73.0,55.0
20210220,수원,64.9,24.0
20210221,수원,69.8,48.0
20210222,수원,67.8,37.0
20210223,수원,41.8,26.0
20210224,수원,45.9,19.0
20210225,수원,57.8,34.0
20210226,수원,40.1,18.0
20210227,수원,51.1,35.0
20210228,수원,54.3,40.0
20210301,수원,97.5,57.0
20210302,수원,81.6,49.0
20210303,수원,75.3,39.0
20210304,수원,70.9,52.0
20210305,수원,80.3,45.0
20210306,수원,,53.0
20210307,수원,72.1,59.0
20210308,수원,76.0,32.0
20210309,수원,69.6,25.0
20210310,수원,73.1,31.0
20210311,수원,62.3,21.0
20210312,수원,70.0,55.0
20210313,수원,72.9,49.0
20210314,수원,81.6,55.0
20210315,수원,75.4,37.0
20210316,수원,61.6,31.0
20210317,수원,58.8,29.0
20210318,수원,61.1,30.0
20210319,수원,54.1,38.0
20210320,수원,84.0,53.0
20210321,수원,73.1,52.0
20210322,수원,63.9,27.0
20210323,수원,70.9,35.0
20210324,수원,70.8,32.0
20210325,수원,79.1,46.0
20210326,수원,66.4,22.0
20210327,수원,82.8,43.0
20210328,수원,98.0,91.0
20210329,수원,71.3,32.0
20210330,수원,57.3,20.0
20210331,수원,54.8,23.0
20210401,수원,39.1,22.0
20210402,수원,40.0,31.0
20210403,수원,85.4,56.0
20210404,수원,68.3,51.0
20210405,수원,51.4,23.0
20210406,수원,61.0,31.0
20210407,수원,62.3,26.0
20210408,수원,56.8,33.0
20210409,수원,50.6,30.0
20210410,수원,59.3,27.0
20210411,수원,59.0,31.0
20210412,수원,76.4,38.0
20210413,수원,82.4,64.0
20210414,수원,63.3,29.0
20210415,수원,67.4,33.0
20210416,수원,79.8,52.0
20210417,수원,70.3,36.0
20210418,수원,70.8,49.0
20210419,수원,69.5,45.0
20210420,수원,63.4,29.0
20210421,수원,50.9,21.0
20210422,수원,42.5,26.0
20210423,수원,36.4,25.0
20210424,수원,49.1,26.0
20210425,수원,60.3,36.0
20210426,수원,56.6,31.0
20210427,수원,68.5,44.0
20210428,수원,75.9,45.0
20210429,수원,62.1,33.0
20210430,수원,91.6,67.0
20210501,수원,85.1,57.0
20210502,수원,75.9,42.0
20210503,수원,70.3,36.0
20210504,수원,86.3,63.0
20210505,수원,70.0,31.0
20210506,수원,54.0,31.0
20210507,수원,67.8,46.0
20210508,수원,72.9,38.0
20210509,수원,62.8,28.0
20210510,수원,91.0,62.0
20210511,수원,53.8,31.0
20210512,수원,44.5,32.0
20210513,수원,66.9,41.0
20210514,수원,71.6,40.0
20210515,수원,92.0,76.0
20210516,수원,100.0,100.0
20210517,수원,99.3,96.0
20210518,수원,83.9,53.0
20210519,수원,66.3,28.0
20210520,수원,74.3,45.0
20210521,수원,97.9,90.0
20210522,수원,77.5,50.0
20210523,수원,73.8,52.0
20210524,수원,76.9,27.0
20210525,수원,83.5,62.0
20210526,수원,66.8,34.0
20210527,수원,90.4,60.0
20210528,수원,91.6,70.0
20210529,수원,78.1,56.0
20210530,수원,77.5,40.0
20210531,수원,76.4,58.0
20210601,수원,74.8,56.0
20210602,수원,68.1,37.0
20210603,수원,91.6,65.0
20210604,수원,77.4,47.0
20210605,수원,76.8,51.0
20210606,수원,79.9,54.0
20210607,수원,72.4,46.0
20210608,수원,75.5,44.0
20210609,수원,69.4,36.0
20210610,수원,73.4,41.0
20210611,수원,89.0,69.0
20210612,수원,83.1,56.0
20210613,수원,87.9,58.0
20210614,수원,82.4,62.0
20210615,수원,78.4,61.0
20210616,수원,60.1,43.0
20210617,수원,77.0,64.0
20210618,수원,97.4,92.0
20210619,수원,81.4,55.0
20210620,수원,78.3,46.0
20210621,수원,74.1,43.0
20210622,수원,67.9,42.0
20210623,수원,76.0,62.0
20210624,수원,79.0,53.0
20210625,수원,77.8,51.0
20210626,수원,80.9,58.0
20210627,수원,72.6,47.0
20210628,수원,78.8,51.0
20210629,수원,84.0,58.0
20210630,수원,82.6,57.0
20210701,수원,76.4,49.0
20210702,수원,65.1,43.0
20210703,수원,81.0,63.0
20210704,수원,97.1,87.0
20210705,수원,84.5,67.0
20210706,수원,83.1,61.0
20210707,수원,89.9,73.0
20210708,수원,89.1,64.0
20210709,수원,85.5,67.0
20210710,수원,83.3,62.0
20210711,수원,88.6,78.0
20210712,수원,82.6,59.0
